#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-17T13:40:33 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-17T13:40:33	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/AJ/152/157/table2&-out.max=10000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51520157
#Name: J/AJ/152/157
#Title: Mass models for 175 disk galaxies with SPARC (Lelli+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/aj/152/157	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/152/157	    IVOID of underlying data collection
#INFO	creator=Lelli F.	    First author or institution
#INFO	cites=bibcode:2016AJ....152..157L	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/152/157	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51520157	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-10-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_152_157_table2:
#Name: J/AJ/152/157/table2
#Title: Mass models
#Column	Name	(a11)	Galaxy identifier	[ucd=meta.id;meta.main]
#Column	Dist	(F6.2)	[0.98/127.8] Assumed distance	[ucd=pos.distance;pos.heliocentric]
#Column	Rad	(F6.2)	[0.08/108.31] Galactocentric radius	[ucd=phys.size.radius;pos.galactocentric]
#Column	Vobs	(F6.2)	[1.4/383] Observed circular velocity (V_obs_)	[ucd=phys.veloc]
#Column	e_Vobs	(F5.2)	[0.2/75] Uncertainty in Vobs (1)	[ucd=stat.error]
#Column	Vgas	(F6.2)	[-17/87] Gas velocity contribution (V_gas_) (2)	[ucd=phys.veloc]
#Column	Vdisk	(F6.2)	[1/372] Disk velocity contribution V_disk_ (3)	[ucd=phys.veloc]
#Column	SBdisk	(F7.2)	[0/7394] Disk surface brightness {Sigma}_disk_	[ucd=phot.flux.sb]
Name	Dist	Rad	Vobs	e_Vobs	Vgas	Vdisk	SBdisk
F571-8     	 53.30	  4.77	105.00	 4.00	  8.42	 92.03	   8.51
F571-8     	 53.30	  5.44	112.00	 6.70	  8.94	 86.43	   6.64
F571-8     	 53.30	  6.11	116.00	 4.00	  9.45	 81.42	   6.17
F571-8     	 53.30	  7.22	124.00	 4.00	 10.47	 76.23	   5.40
F571-8     	 53.30	  9.33	135.00	 4.00	 11.28	 68.45	   2.80
F571-8     	 53.30	 11.10	140.00	 4.00	 11.80	 64.24	   1.77
F571-8     	 53.30	 15.55	144.00	 5.00	 11.28	 55.43	   0.00
F571-V1    	 80.10	  1.95	 32.00	10.00	  7.85	 23.82	  23.44
F571-V1    	 80.10	  3.88	 57.60	10.00	 15.10	 35.57	  10.77
F571-V1    	 80.10	  5.83	 70.90	 7.00	 20.84	 33.21	   4.16
F571-V1    	 80.10	  7.78	 77.00	 6.00	 25.68	 32.58	   2.09
F571-V1    	 80.10	  9.72	 82.50	 6.00	 29.50	 31.97	   1.23
F571-V1    	 80.10	 11.66	 84.30	 6.00	 30.81	 29.08	   0.46
F571-V1    	 80.10	 13.59	 83.90	 6.00	 28.80	 26.58	   0.00
F574-1     	 96.80	  0.47	 15.30	 4.40	  0.25	 12.99	 104.59
F574-1     	 96.80	  1.41	 41.00	 4.36	  0.88	 32.88	  69.17
F574-1     	 96.80	  2.35	 60.70	 4.40	  1.88	 41.13	  36.87
F574-1     	 96.80	  3.29	 74.90	 4.40	  3.41	 42.43	  24.85
F574-1     	 96.80	  4.22	 83.00	 6.28	  5.43	 44.37	  21.20
F574-1     	 96.80	  5.17	 86.80	 4.40	  7.80	 46.69	  16.81
F574-1     	 96.80	  6.11	 89.40	 4.40	 10.44	 48.85	  13.72
F574-1     	 96.80	  7.05	 92.50	 4.40	 13.15	 49.34	  10.54
F574-1     	 96.80	  7.99	 94.70	 4.40	 16.07	 50.15	   8.66
F574-1     	 96.80	  8.92	 96.30	 4.40	 18.98	 49.17	   6.85
F574-1     	 96.80	  9.87	 97.80	 4.40	 21.99	 49.76	   6.33
F574-1     	 96.80	 10.79	 98.80	 4.62	 25.00	 50.33	   5.29
F574-1     	 96.80	 11.80	 99.50	 4.40	 27.82	 50.68	   4.09
F574-1     	 96.80	 12.60	 99.70	 5.14	 30.02	 50.19	   3.23
F574-2     	 89.10	  2.17	 12.60	10.00	 -8.64	 21.61	  19.17
F574-2     	 89.10	  4.32	 23.00	10.00	 -7.74	 27.24	   9.84
F574-2     	 89.10	  6.49	 30.00	 8.00	 15.60	 34.00	   6.78
F574-2     	 89.10	  8.65	 36.00	 8.00	 23.65	 34.44	   4.16
F574-2     	 89.10	 10.83	 40.00	 8.00	 28.17	 36.32	   2.72
F579-V1    	 89.50	  0.42	 35.70	 9.10	 -1.70	 15.39	 166.94
F579-V1    	 89.50	  1.47	 83.30	 9.30	 -4.30	 40.70	 105.56
F579-V1    	 89.50	  2.11	 94.20	10.40	 -3.80	 48.70	  77.92
F579-V1    	 89.50	  2.84	 97.60	 9.10	 -0.80	 53.60	  57.77
F579-V1    	 89.50	  3.90	101.00	 9.10	  5.90	 57.61	  47.14
F579-V1    	 89.50	  4.74	105.00	16.70	 10.47	 63.10	  41.35
F579-V1    	 89.50	  5.69	106.00	 9.10	 13.24	 67.96	  32.17
F579-V1    	 89.50	  6.32	108.00	11.50	 14.88	 69.85	  27.41
F579-V1    	 89.50	  7.37	110.00	23.00	 17.96	 72.36	  20.81
F579-V1    	 89.50	  8.21	112.00	19.70	 20.83	 72.55	  16.56
F579-V1    	 89.50	  9.16	113.00	 9.10	 23.19	 73.73	  13.22
F579-V1    	 89.50	 10.85	114.00	 9.10	 26.37	 73.37	   7.53
F579-V1    	 89.50	 12.21	114.00	 9.10	 28.32	 69.96	   4.36
F579-V1    	 89.50	 15.16	114.00	11.20	 33.04	 63.57	   1.75
F583-1     	 35.40	  0.26	 14.60	13.00	 -0.50	  5.06	  34.28
F583-1     	 35.40	  0.44	 10.00	 7.00	 -0.86	  8.17	  31.74
F583-1     	 35.40	  0.77	 10.70	 7.13	 -1.55	 13.14	  26.03
F583-1     	 35.40	  0.89	 17.40	 9.60	 -1.78	 14.55	  23.16
F583-1     	 35.40	  1.22	 23.50	11.20	 -2.43	 17.29	  17.48
F583-1     	 35.40	  1.55	 31.00	 5.20	 -2.98	 18.37	  11.30
F583-1     	 35.40	  1.80	 32.30	 2.41	 -3.18	 18.25	  10.51
F583-1     	 35.40	  2.21	 40.90	 5.90	 -3.53	 19.06	  10.14
F583-1     	 35.40	  2.31	 43.80	 4.26	 -3.66	 19.39	   9.91
F583-1     	 35.40	  2.54	 44.80	 4.50	 -4.08	 20.16	   9.20
F583-1     	 35.40	  3.10	 51.70	12.70	 -5.16	 22.16	   8.56
F583-1     	 35.40	  3.43	 55.70	 4.50	 -4.94	 23.71	   7.60
F583-1     	 35.40	  3.86	 59.40	 9.85	 -3.07	 24.94	   6.05
F583-1     	 35.40	  4.09	 62.00	 4.50	  1.31	 25.34	   5.43
F583-1     	 35.40	  4.37	 63.00	 3.20	  4.42	 25.74	   4.75
F583-1     	 35.40	  4.76	 66.60	 6.90	  7.13	 26.09	   3.90
F583-1     	 35.40	  5.40	 71.30	 2.95	 11.25	 26.17	   2.77
F583-1     	 35.40	  5.86	 72.30	15.50	 13.88	 25.92	   2.15
F583-1     	 35.40	  6.08	 73.40	 6.00	 14.94	 25.73	   1.92
F583-1     	 35.40	  6.43	 72.40	 5.81	 16.72	 25.39	   1.61
F583-1     	 35.40	  6.97	 77.10	12.10	 19.67	 24.74	   1.25
F583-1     	 35.40	  7.96	 80.30	13.50	 24.09	 23.76	   0.92
F583-1     	 35.40	 10.29	 84.70	 6.00	 31.66	 22.09	   0.37
F583-1     	 35.40	 15.49	 86.90	 5.60	 39.34	 17.78	   0.00
F583-1     	 35.40	 16.26	 85.80	 8.60	 39.55	 17.09	   0.00
F583-4     	 53.30	  0.22	 10.70	 4.90	  0.47	  5.59	  69.18
F583-4     	 53.30	  0.76	 24.70	 4.90	  1.87	 17.63	  60.07
F583-4     	 53.30	  1.31	 38.90	 4.90	  3.27	 26.64	  42.04
F583-4     	 53.30	  1.94	 42.70	 7.89	  4.87	 32.27	  31.07
F583-4     	 53.30	  3.92	 55.00	 4.90	  8.50	 38.26	   9.64
F583-4     	 53.30	  4.35	 57.20	 4.90	  9.17	 38.43	   8.68
F583-4     	 53.30	  5.00	 59.80	 4.90	 10.30	 39.09	   6.38
F583-4     	 53.30	  5.05	 62.50	 3.43	 10.40	 39.06	   6.20
F583-4     	 53.30	  5.83	 61.80	 3.98	 12.10	 38.38	   3.70
F583-4     	 53.30	  6.09	 64.40	 4.90	 12.72	 38.13	   3.52
F583-4     	 53.30	  6.74	 67.20	 4.90	 14.18	 39.23	   2.89
F583-4     	 53.30	  7.29	 69.90	 4.90	 15.33	 36.96	   0.00
IC2574     	  3.91	  0.85	 10.30	 0.20	  0.00	  9.59	  16.75
IC2574     	  3.91	  1.14	 12.90	 2.70	  0.00	 11.99	  14.92
IC2574     	  3.91	  1.42	 16.40	 1.80	  0.94	 13.83	  13.07
IC2574     	  3.91	  1.71	 18.60	 2.10	  3.44	 15.27	  11.58
IC2574     	  3.91	  1.99	 19.80	 2.00	  5.14	 16.76	  10.80
IC2574     	  3.91	  2.28	 26.10	 0.60	  5.82	 17.77	   9.24
IC2574     	  3.91	  2.55	 27.70	 2.70	  6.87	 18.70	   8.42
IC2574     	  3.91	  2.84	 29.70	 2.60	  7.58	 19.36	   7.37
IC2574     	  3.91	  3.13	 33.00	 3.40	  8.21	 19.89	   6.93
IC2574     	  3.91	  3.41	 34.80	 1.20	  8.78	 20.19	   5.88
IC2574     	  3.91	  3.70	 35.00	 0.90	  8.64	 20.15	   5.69
IC2574     	  3.91	  3.98	 39.00	10.20	  7.98	 20.39	   5.87
IC2574     	  3.91	  4.26	 35.90	 5.40	  7.97	 21.28	   6.08
IC2574     	  3.91	  4.55	 40.00	 4.10	 10.01	 22.72	   6.50
IC2574     	  3.91	  4.84	 38.70	 1.40	 11.42	 24.60	   5.76
IC2574     	  3.91	  5.12	 41.80	 0.50	 12.67	 25.34	   4.60
IC2574     	  3.91	  5.41	 42.90	 0.40	 13.13	 25.74	   4.30
IC2574     	  3.91	  5.68	 44.40	 1.70	 13.93	 26.48	   4.03
IC2574     	  3.91	  5.97	 46.10	 1.30	 14.50	 27.15	   3.42
IC2574     	  3.91	  6.26	 49.00	 0.90	 15.98	 27.39	   2.76
IC2574     	  3.91	  6.54	 51.90	 0.60	 17.58	 27.31	   2.14
IC2574     	  3.91	  6.83	 53.10	 2.10	 18.38	 26.75	   1.67
IC2574     	  3.91	  7.10	 54.00	 0.50	 19.29	 26.25	   1.55
IC2574     	  3.91	  7.39	 55.90	 1.10	 19.86	 26.04	   1.54
IC2574     	  3.91	  7.68	 58.80	 3.60	 21.01	 25.86	   1.40
IC2574     	  3.91	  7.96	 57.30	 4.60	 21.81	 25.77	   1.25
IC2574     	  3.91	  8.25	 54.00	 9.00	 22.49	 25.57	   1.12
IC2574     	  3.91	  8.52	 63.80	12.00	 22.38	 25.47	   1.02
IC2574     	  3.91	  8.81	 60.50	 6.20	 22.60	 25.41	   0.92
IC2574     	  3.91	  9.10	 61.00	 5.70	 22.95	 25.38	   0.83
IC2574     	  3.91	  9.38	 66.00	 1.30	 23.63	 25.51	   0.75
IC2574     	  3.91	  9.67	 65.20	 3.40	 24.89	 25.74	   0.67
IC2574     	  3.91	  9.96	 67.10	 4.70	 25.80	 24.84	   0.00
IC2574     	  3.91	 10.23	 67.50	 9.30	 27.17	 23.97	   0.00
IC4202     	100.40	  0.77	 35.10	 3.96	  2.22	 20.98	 335.17
IC4202     	100.40	  1.59	 77.90	 3.95	  3.89	 40.96	 322.39
IC4202     	100.40	  2.36	115.00	 6.70	  4.02	 58.24	 310.83
IC4202     	100.40	  3.13	156.00	 3.16	  0.90	 74.68	 299.69
IC4202     	100.40	  3.95	192.00	 3.14	  0.00	 91.45	 288.26
IC4202     	100.40	  4.73	204.00	 2.90	  0.00	107.35	 276.77
IC4202     	100.40	  5.50	209.00	 3.36	  0.00	120.52	 257.54
IC4202     	100.40	  6.27	220.00	 3.25	  0.00	132.68	 255.77
IC4202     	100.40	  7.08	231.00	 3.49	  0.00	150.86	 254.06
IC4202     	100.40	  7.86	235.00	 4.65	  0.24	170.80	 239.48
IC4202     	100.40	  8.66	245.00	 6.00	  0.00	187.59	 211.03
IC4202     	100.40	  9.45	246.00	 5.57	  3.80	199.82	 180.74
IC4202     	100.40	 10.24	239.00	 6.95	  0.00	208.12	 151.13
IC4202     	100.40	 11.02	240.00	 7.16	  3.35	212.98	 124.69
IC4202     	100.40	 11.79	240.00	 4.85	 15.63	214.90	 101.97
IC4202     	100.40	 12.47	246.00	 7.68	 22.51	214.77	  85.47
IC4202     	100.40	 13.34	241.00	 6.21	 30.77	213.03	  69.15
IC4202     	100.40	 14.11	250.00	 5.62	 37.16	210.67	  58.36
IC4202     	100.40	 14.59	242.00	 5.10	 39.71	209.26	  53.00
IC4202     	100.40	 14.98	244.00	 7.41	 41.88	208.03	  48.81
IC4202     	100.40	 15.75	248.00	 5.08	 44.73	205.55	  41.91
IC4202     	100.40	 16.52	249.00	 5.22	 46.30	203.07	  35.71
IC4202     	100.40	 17.10	246.00	 6.35	 46.79	201.06	  31.62
IC4202     	100.40	 17.88	241.00	16.20	 46.99	198.19	  26.82
IC4202     	100.40	 18.65	247.00	14.60	 47.18	195.23	  22.81
IC4202     	100.40	 19.62	234.00	20.90	 47.77	191.47	  18.65
IC4202     	100.40	 20.78	249.00	10.00	 51.51	186.83	  14.60
IC4202     	100.40	 22.13	236.00	16.10	 57.31	181.40	  10.95
IC4202     	100.40	 23.00	245.00	22.10	 59.87	177.88	   9.17
IC4202     	100.40	 23.58	243.00	 4.20	 61.24	175.64	   8.14
IC4202     	100.40	 25.03	238.00	 7.76	 61.05	170.07	   6.11
IC4202     	100.40	 25.90	247.00	 6.14	 60.16	166.98	   5.18
KK98-251   	  6.80	  0.25	  4.25	 2.00	  1.87	  2.88	   8.69
KK98-251   	  6.80	  0.41	  6.84	 2.00	  3.32	  3.93	   6.61
KK98-251   	  6.80	  0.57	  9.56	 2.00	  4.80	  4.80	   6.95
KK98-251   	  6.80	  0.74	 12.30	 2.00	  6.44	  6.36	   6.78
KK98-251   	  6.80	  0.90	 15.10	 2.00	  8.03	  7.43	   5.71
KK98-251   	  6.80	  1.07	 17.50	 2.00	  9.79	  8.56	   5.63
KK98-251   	  6.80	  1.24	 19.70	 2.00	 11.57	  9.52	   4.46
KK98-251   	  6.80	  1.40	 21.80	 2.00	 13.11	 10.08	   3.87
KK98-251   	  6.80	  1.57	 24.40	 2.00	 14.44	 10.55	   3.42
KK98-251   	  6.80	  1.72	 27.30	 2.00	 15.54	 10.95	   3.02
KK98-251   	  6.80	  1.89	 30.30	 2.00	 16.53	 11.36	   2.62
KK98-251   	  6.80	  2.06	 32.60	 2.00	 17.30	 11.57	   2.28
KK98-251   	  6.80	  2.46	 33.30	 2.00	 18.07	 12.23	   1.69
KK98-251   	  6.80	  2.79	 34.60	 2.00	 18.07	 12.94	   1.34
KK98-251   	  6.80	  3.13	 34.20	 2.00	 17.41	 12.45	   0.00
NGC0024    	  7.30	  0.21	 17.40	 6.51	  1.51	 18.55	 410.75
NGC0024    	  7.30	  0.32	 31.00	 8.86	  2.27	 25.65	 307.43
NGC0024    	  7.30	  0.43	 36.10	 8.16	  3.03	 29.58	 268.58
NGC0024    	  7.30	  0.54	 46.00	 8.52	  3.84	 33.96	 241.26
NGC0024    	  7.30	  0.64	 58.00	 6.90	  4.53	 36.83	 222.69
NGC0024    	  7.30	  0.74	 63.40	 9.55	  5.28	 39.62	 212.03
NGC0024    	  7.30	  0.85	 71.90	 8.52	  6.04	 43.11	 206.10
NGC0024    	  7.30	  0.96	 76.40	 6.82	  6.80	 46.75	 191.46
NGC0024    	  7.30	  1.07	 78.10	 6.65	  7.62	 50.04	 179.91
NGC0024    	  7.30	  1.17	 80.50	 6.14	  8.31	 52.76	 167.35
NGC0024    	  7.30	  1.28	 82.80	 5.80	  9.07	 55.72	 159.14
NGC0024    	  7.30	  1.38	 85.60	 6.48	  9.82	 58.31	 150.35
NGC0024    	  7.30	  1.48	 88.00	 7.50	 10.57	 61.08	 139.46
NGC0024    	  7.30	  1.59	 92.00	 8.52	 11.19	 63.47	 125.67
NGC0024    	  7.30	  1.70	 92.40	 8.52	 11.92	 65.59	 111.41
NGC0024    	  7.30	  1.80	 95.10	 9.20	 12.54	 66.83	  99.69
NGC0024    	  7.30	  1.91	 96.50	 8.52	 13.26	 68.03	  87.79
NGC0024    	  7.30	  2.02	101.00	 8.86	 13.88	 68.59	  77.06
NGC0024    	  7.30	  2.13	 99.90	 9.55	 14.61	 69.00	  68.97
NGC0024    	  7.30	  2.23	103.00	 8.18	 15.23	 69.17	  63.99
NGC0024    	  7.30	  2.34	104.00	 8.52	 15.96	 69.56	  57.94
NGC0024    	  7.30	  2.44	107.00	 9.20	 16.58	 69.75	  52.31
NGC0024    	  7.30	  2.54	107.00	 9.55	 17.30	 69.69	  47.47
NGC0024    	  7.30	  2.65	106.00	11.20	 17.92	 69.65	  43.16
NGC0024    	  7.30	  2.76	107.00	11.20	 18.55	 69.52	  39.28
NGC0024    	  7.30	  7.07	104.00	 3.11	 26.32	 52.21	   1.70
NGC0024    	  7.30	  8.49	106.00	 2.55	 24.76	 47.19	   0.49
NGC0024    	  7.30	  9.91	109.00	 4.95	 22.59	 43.11	   0.19
NGC0024    	  7.30	 11.27	110.00	 2.83	 20.52	 40.05	   0.00
NGC0055    	  2.11	  1.23	 28.70	 3.40	 13.65	 27.50	  58.00
NGC0055    	  2.11	  1.84	 37.60	 2.60	 18.65	 32.63	  38.02
NGC0055    	  2.11	  2.46	 43.10	 1.20	 21.85	 36.38	  29.50
NGC0055    	  2.11	  3.07	 50.10	 2.80	 25.04	 38.70	  21.65
NGC0055    	  2.11	  3.68	 58.10	 4.50	 28.73	 39.68	  16.32
NGC0055    	  2.11	  4.30	 64.60	 4.10	 32.28	 39.98	  13.06
NGC0055    	  2.11	  4.91	 68.50	 2.70	 34.59	 39.99	  10.93
NGC0055    	  2.11	  5.52	 72.30	 0.80	 36.37	 39.87	   9.36
NGC0055    	  2.11	  6.14	 74.20	 2.40	 37.73	 39.71	   8.35
NGC0055    	  2.11	  6.75	 78.90	 2.60	 38.68	 39.75	   7.82
NGC0055    	  2.11	  7.37	 82.40	 2.30	 39.30	 40.35	   7.39
NGC0055    	  2.11	  7.98	 84.30	 4.80	 39.72	 41.04	   6.69
NGC0055    	  2.11	  8.59	 85.40	 7.30	 40.39	 41.57	   5.95
NGC0055    	  2.11	  9.21	 85.30	 4.60	 40.44	 42.03	   5.36
NGC0055    	  2.11	  9.82	 86.80	 4.00	 39.94	 42.44	   4.85
NGC0055    	  2.11	 10.43	 85.40	 5.70	 39.15	 42.87	   4.39
NGC0055    	  2.11	 11.05	 85.40	 7.00	 37.71	 43.32	   3.97
NGC0055    	  2.11	 11.66	 86.20	 4.10	 36.23	 43.95	   3.59
NGC0055    	  2.11	 12.28	 86.10	 6.20	 35.41	 44.71	   3.25
NGC0055    	  2.11	 12.89	 87.40	 2.50	 34.67	 45.88	   2.94
NGC0055    	  2.11	 13.50	 86.50	 5.50	 33.61	 48.00	   0.00
NGC0100    	 13.50	  0.23	  6.81	 8.19	 -0.86	  9.67	 142.64
NGC0100    	 13.50	  0.69	 20.00	 4.09	 -1.93	 23.77	 114.33
NGC0100    	 13.50	  1.15	 33.00	 4.00	 -3.62	 34.70	  92.98
NGC0100    	 13.50	  1.59	 42.70	 4.00	 -4.31	 41.73	  70.00
NGC0100    	 13.50	  2.05	 49.90	 4.00	 -3.92	 46.70	  54.62
NGC0100    	 13.50	  2.51	 55.50	 4.00	  3.21	 50.33	  43.18
NGC0100    	 13.50	  2.97	 61.90	 4.00	  7.43	 53.12	  33.14
NGC0100    	 13.50	  3.42	 67.90	 4.00	 10.05	 55.10	  25.50
NGC0100    	 13.50	  3.88	 73.10	 4.00	 11.97	 55.08	  16.10
NGC0100    	 13.50	  4.34	 76.10	 3.00	 13.61	 54.16	  13.06
NGC0100    	 13.50	  4.79	 77.80	 5.34	 14.82	 53.32	   9.76
NGC0100    	 13.50	  5.24	 79.00	 4.00	 15.70	 52.48	   7.40
NGC0100    	 13.50	  5.70	 78.50	 5.60	 16.36	 50.92	   5.05
NGC0100    	 13.50	  6.16	 79.80	 7.15	 16.58	 49.36	   4.20
NGC0100    	 13.50	  7.16	 83.40	 5.12	 17.02	 46.44	   2.37
NGC0100    	 13.50	  7.52	 84.60	 4.00	 17.46	 45.44	   2.01
NGC0100    	 13.50	  7.98	 86.10	 5.53	 18.01	 44.24	   1.61
NGC0100    	 13.50	  8.44	 87.50	10.20	 18.77	 43.11	   1.27
NGC0100    	 13.50	  8.90	 89.00	 7.77	 19.76	 41.91	   0.96
NGC0100    	 13.50	  9.35	 90.40	 5.16	 20.86	 40.72	   0.84
NGC0100    	 13.50	  9.62	 91.20	13.70	 21.63	 40.12	   0.83
NGC0247    	  3.70	  1.08	 34.60	 0.90	  2.87	 22.18	  66.02
NGC0247    	  3.70	  1.61	 47.00	 0.80	  4.22	 29.63	  54.33
NGC0247    	  3.70	  2.15	 59.10	 3.10	  5.53	 34.54	  44.47
NGC0247    	  3.70	  2.70	 64.40	 1.40	  7.02	 38.17	  37.92
NGC0247    	  3.70	  3.22	 67.40	 2.30	  8.74	 41.49	  33.35
NGC0247    	  3.70	  3.77	 69.80	 0.70	 10.74	 44.33	  29.03
NGC0247    	  3.70	  4.31	 71.30	 1.10	 12.87	 46.65	  25.59
NGC0247    	  3.70	  4.85	 73.20	 1.70	 14.02	 48.71	  22.37
NGC0247    	  3.70	  5.38	 75.10	 3.00	 14.25	 50.36	  19.55
NGC0247    	  3.70	  5.92	 78.50	 3.80	 15.40	 51.67	  17.02
NGC0247    	  3.70	  6.46	 81.40	 5.00	 17.47	 52.60	  14.83
NGC0247    	  3.70	  6.99	 83.50	 7.00	 20.12	 53.23	  13.01
NGC0247    	  3.70	  7.53	 87.10	 7.20	 23.34	 53.67	  11.50
NGC0247    	  3.70	  8.07	 90.70	 4.80	 25.63	 54.09	  10.34
NGC0247    	  3.70	  8.62	 93.10	 1.40	 27.36	 54.75	   9.41
NGC0247    	  3.70	  9.14	 95.90	 2.10	 29.31	 55.29	   8.09
NGC0247    	  3.70	  9.69	 98.40	 5.20	 31.50	 55.46	   6.86
NGC0247    	  3.70	 10.23	101.00	 8.20	 33.45	 55.35	   5.80
NGC0247    	  3.70	 10.76	103.00	 9.40	 35.18	 54.98	   4.92
NGC0247    	  3.70	 11.30	104.00	 9.40	 36.44	 54.45	   4.17
NGC0247    	  3.70	 11.84	105.00	 8.90	 37.01	 53.82	   3.57
NGC0247    	  3.70	 12.38	105.00	 8.40	 37.01	 53.20	   3.12
NGC0247    	  3.70	 12.91	105.00	 9.00	 36.33	 52.54	   2.63
NGC0247    	  3.70	 13.48	106.00	 8.40	 35.29	 51.70	   2.23
NGC0247    	  3.70	 14.01	108.00	 7.70	 34.03	 50.90	   1.96
NGC0247    	  3.70	 14.54	107.00	 9.20	 32.65	 50.18	   1.79
NGC0289    	 20.80	  1.50	164.00	28.20	  3.86	179.05	1392.39
NGC0289    	 20.80	  2.52	194.00	32.00	  5.64	226.49	 684.62
NGC0289    	 20.80	  3.46	175.00	25.20	  6.85	215.85	 390.61
NGC0289    	 20.80	  4.32	185.00	31.50	  7.40	220.68	 299.95
NGC0289    	 20.80	  5.43	175.00	27.90	  6.00	221.66	 148.10
NGC0289    	 20.80	  6.38	167.00	27.20	  4.74	211.57	  68.44
NGC0289    	 20.80	  7.57	176.00	 7.18	  7.37	198.06	  40.47
NGC0289    	 20.80	 10.60	185.00	 4.29	 21.99	170.85	  14.69
NGC0289    	 20.80	 13.57	183.00	 4.22	 32.44	151.82	   5.42
NGC0289    	 20.80	 16.64	172.00	 4.33	 38.81	136.17	   3.34
NGC0289    	 20.80	 19.71	161.00	 4.24	 42.50	127.01	   3.06
NGC0289    	 20.80	 22.68	156.00	 5.08	 49.56	119.49	   1.47
NGC0289    	 20.80	 25.75	159.00	 6.49	 54.94	111.50	   0.76
NGC0289    	 20.80	 28.72	173.00	 6.97	 55.53	105.68	   0.64
NGC0289    	 20.80	 31.79	177.00	 6.57	 60.71	100.59	   0.40
NGC0289    	 20.80	 34.77	179.00	 4.47	 65.78	 96.09	   0.25
NGC0289    	 20.80	 37.84	181.00	 4.26	 67.48	 92.02	   0.16
NGC0289    	 20.80	 40.81	182.00	 4.26	 68.67	 88.49	   0.10
NGC0289    	 20.80	 43.88	182.00	 4.83	 68.27	 85.15	   0.06
NGC0289    	 20.80	 46.85	180.00	 5.50	 67.18	 82.29	   0.04
NGC0289    	 20.80	 49.92	177.00	 8.50	 65.98	 79.64	   0.03
NGC0289    	 20.80	 52.99	175.00	11.00	 65.09	 77.21	   0.02
NGC0289    	 20.80	 55.96	172.00	11.60	 64.29	 75.06	   0.01
NGC0289    	 20.80	 59.03	168.00	12.60	 62.60	 72.97	   0.01
NGC0289    	 20.80	 62.00	158.00	 5.38	 59.81	 71.15	   0.00
NGC0289    	 20.80	 65.07	158.00	 6.50	 57.13	 69.42	   0.00
NGC0289    	 20.80	 68.05	166.00	15.50	 55.14	 67.85	   0.00
NGC0289    	 20.80	 71.12	165.00	 8.75	 53.24	 66.34	   0.00
NGC0300    	  2.08	  0.91	 33.10	 3.90	  0.00	 31.52	  90.50
NGC0300    	  2.08	  1.36	 46.70	 2.70	  0.00	 37.50	  67.25
NGC0300    	  2.08	  1.82	 53.90	 4.70	  0.00	 42.04	  53.80
NGC0300    	  2.08	  2.27	 58.80	 2.50	  2.86	 46.16	  41.88
NGC0300    	  2.08	  2.72	 65.60	 2.60	  7.40	 48.37	  31.96
NGC0300    	  2.08	  3.17	 70.80	 2.70	  8.38	 49.78	  24.71
NGC0300    	  2.08	  3.63	 82.10	 4.90	  8.42	 50.48	  18.99
NGC0300    	  2.08	  4.08	 84.10	 6.60	  9.19	 50.65	  14.68
NGC0300    	  2.08	  4.54	 83.40	 6.20	 12.00	 50.39	  11.28
NGC0300    	  2.08	  4.99	 81.50	 2.70	 12.98	 49.84	   8.72
NGC0300    	  2.08	  5.45	 80.80	 4.00	 13.57	 49.05	   6.70
NGC0300    	  2.08	  5.90	 82.80	12.40	 15.44	 48.12	   5.18
NGC0300    	  2.08	  6.36	 88.20	11.70	 20.16	 47.07	   3.98
NGC0300    	  2.08	  6.81	 88.50	 8.50	 24.20	 45.98	   3.08
NGC0300    	  2.08	  7.26	 88.40	 8.90	 27.05	 44.86	   2.38
NGC0300    	  2.08	  7.71	 88.20	10.80	 28.23	 43.73	   1.84
NGC0300    	  2.08	  8.17	 89.50	 3.10	 27.84	 42.59	   1.41
NGC0300    	  2.08	  8.62	 89.70	 9.50	 26.95	 41.50	   1.09
NGC0300    	  2.08	  9.07	 93.70	 7.30	 26.46	 40.45	   0.84
NGC0300    	  2.08	  9.53	 97.00	 5.70	 26.26	 39.41	   0.65
NGC0300    	  2.08	  9.96	 96.20	 1.50	 25.18	 38.50	   0.51
